"gutenberg_id" "text"
4980 "??I suppose you wouldn??t even try??? retorted Granny."
4980 ""
4980 "??I??m old enough to know when I??m wasting my time,?? replied Reddy with a"
4980 "toss of his head."
4980 ""
4980 "??In other words you think I??m a silly old Fox who has lost her senses,??"
4980 "said Granny sharply."
4980 ""
4980 "??No-o. I didn??t say that,?? protested Reddy, looking very uncomfortable."
4980 ""
4980 "??But you think it,?? declared Granny. ??Now look here, Mr. Smarty, you do"
4980 "just as I tell you. You creep back there where you can watch Quacker"
4980 "and all that happens, and mind that you keep out of his sight. Now go.??"
4980 ""
4980 "Reddy went. There was nothing else to do. He didn??t dare disobey."
4980 "Granny watched until Reddy had readied his hiding-place. Then what do"
4980 "you think she did? Why, she walked right out on the little beach just"
4980 "below Reddy and in plain sight of Quacker! Yes, Sir, that is what she"
4980 "did!"
4980 ""
4980 "Then began such a queer performance that it is no wonder that Reddy was"
4980 "sure Granny had lost her senses. She rolled over and over. She chased"
4980 "her tail round and round until it made Reddy dizzy to watch her. She"
4980 "jumped up in the air. She raced back and forth. She played with a bit"
4980 "of stick. And all the time she didn??t pay the least attention to"
4980 "Quacker the Duck."
4980 ""
4980 "Reddy stared and stared. Whatever had come over Granny? She was crazy."
4980 "Yes, Sir, that must be the matter. It must be that she had gone without"
4980 "food so long that she had gone crazy. Poor Granny! She was in her"
4980 "second childhood. Reddy could remember how he had done such things when"
4980 "he was very young, just by way of showing how fine he felt. But for a"
4980 "grown-up Fox to do such things was undignified, to say the least. You"
4980 "know Reddy thinks a great deal of dignity. It was worse than"
4980 "undignified; it was positively disgraceful. He did hope that none of"
4980 "his neighbors would happen along and see Granny cutting up so. He never"
4980 "would hear the end of it if they did."
4980 ""
4980 "Over and over rolled Granny, and around and around she chased her tail."
4980 "The snow flew up in a cloud. And all the time she made no sound. Reddy"
4980 "was just trying to decide whether to go off and leave her until she had"
4980 "regained her common sense, or to go out and try to stop her, when he"
4980 "happened to look out in the open water where Quacker was. Quacker was"
4980 "sitting up as straight as he could. In fact, he had his wings raised to"
4980 "help him sit up on his tail, the better to see what old Granny Fox was"
4980 "doing."
4980 ""
4980 "??As I live,?? muttered Reddy, ??I believe that fellow is nearer than he"
4980 "was!??"
4980 ""
4980 "Reddy crouched lower than ever, and instead of watching Granny he"
4980 "watched Quacker the Duck."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER IV>"
4980 "Quacker The Duck Grows Curious"
4980 ""
4980 ""
4980 "The most curious thing in the world is curiosity."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Old Granny Fox never said a truer thing than that. It is curious, very"
4980 "curious, how sometimes curiosity will get the best of even the wisest"
4980 "and most sensible of people. Even Old Granny Fox herself has been known"
4980 "to be led into trouble by it. We expect it of Peter Rabbit, but Peter"
4980 "isn??t a bit more curious than some others of whom we do not expect it."
4980 ""
4980 "Now Quacker the Wild Duck is the last one in the world you would expect"
4980 "to be led into trouble by curiosity. Quacker had spent the summer in"
4980 "the Far North with Honker the Goose. In fact, he had been born there."
4980 "He had started for the far away Southland at the same time Honker had,"
4980 "but when he reached the Big River he had found plenty to eat and had"
4980 "decided to stay until he had to move on. The Big River had frozen over"
4980 "everywhere except in this one place where the water was too swift to"
4980 "freeze, and there Quacker had remained. You see, he was a good diver"
4980 "and on the bottom of the river he found plenty to eat. No one could get"
4980 "at him out there, unless it were Roughleg the Hawk, and if Roughleg did"
4980 "happen along, all he had to do was to dive and come up far away to"
4980 "laugh and make fun of Roughleg. The water couldn??t get through his oily"
4980 "feathers, and so he didn??t mind how cold it was."
4980 ""
4980 "Now in his home in the Far North there were so many dangers that"
4980 "Quacker had early learned to be always on the watch and to take the"
4980 "best of care of himself. On his way down to the Big River he had been"
4980 "hunted by men with terrible guns, and he had learned all about them. In"
4980 "fact, he felt quite able to keep out of harm??s way. He rather prided"
4980 "himself that there was no one smart enough to catch him."
4980 ""
4980 "I suspect he thought he knew all there was to know. In this respect he"
4980 "was a good deal like Reddy Fox himself. That was because he was young."
4980 "It is the way with young Ducks and Foxes and with some other youngsters"
4980 "I know."
4980 ""
4980 "When Quacker first saw Granny Fox on the little beach, he flirted his"
4980 "absurd little tail and smiled as he thought how she must wish she could"
4980 "catch him. But so far as he could see, Granny didn??t once look at him."
4980 ""
4980 "??She doesn??t know I??m out here at all,?? thought Quacker. Then suddenly"
4980 "he sat up very straight and looked with all his might. What under the"
4980 "sun was the matter with that Fox? She was acting as if she had suddenly"
4980 "lost her senses."
4980 ""
4980 "Over and over she rolled. Around and around she spun. She turned"
4980 "somersaults. She lay on her back and kicked her heels in the air. Never"
4980 "in his life had he known any one to act like that. There must be"
4980 "something the matter with her."
4980 ""
4980 "Quacker began to get excited. He couldn??t keep his eyes off Old Granny"
4980 "Fox. He began to swim nearer. He wanted to see better. He quite forgot"
4980 "she was a Fox. She moved so fast that she was just a queer red spot on"
4980 "the beach. Whatever she was doing was very curious and very exciting."
4980 "He swam nearer and nearer. The excitement was catching. He began to"
4980 "swim in circles himself. All the time he drew nearer and nearer to the"
4980 "shore. He didn??t have the least bit of fear. He was just curious. He"
4980 "wanted to see better."
4980 ""
4980 "All the time Granny was cutting up her antics, she was watching"
4980 "Quacker, though he didn??t suspect it. As he swam nearer and nearer to"
4980 "the shore, Granny rolled and tumbled farther and farther back. At last"
4980 "Quacker was close to the shore. If he kept on, he would be right on the"
4980 "land in a few minutes. And all the time he stared and stared. No"
4980 "thought of danger entered his head. You see, there was no room because"
4980 "it was so filled with curiosity."
4980 ""
4980 "??In a minute more I??ll have him,?? thought Granny, and whirled faster"
4980 "than ever. And just then something happened."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER V>"
4980 "Reddy Fox Is Afraid To Go Home"
4980 ""
4980 ""
4980 "Yes, Sir, a chicken track is good to see, but it often puts nothing but"
4980 "water in my mouth."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Reddy Fox thought of that saying many times as he hunted through the"
4980 "Green Forest that night, afraid to go home. You see, he had almost"
4980 "dined on Quacker the Duck over at the Big River that day and then"
4980 "hadn??t, and it was all his own fault. That was why he was afraid to go"
4980 "home. From his hiding-place on the bank he had watched Quacker swim in"
4980 "and in until he was almost on the shore where old Granny Fox was"
4980 "whirling and rolling and tumbling about as if she had entirely lost her"
4980 "senses. Indeed, Reddy had been quite sure that she had when she began."
4980 "It wasn??t until he saw that curiosity was drawing Quacker right in so"
4980 "that in a minute or two Granny would be able to catch him, that he"
4980 "understood that Granny was anything but crazy, and really was teaching"
4980 "him a new trick as well as trying to catch a dinner."
4980 ""
4980 "When he realized this, he should have been ashamed of himself for"
4980 "doubting the smartness of Granny and for thinking that he knew all"
4980 "there was to know. But he was too much excited for any such thoughts."
4980 "Nearer and nearer to the shore came Quacker, his eyes fixed on the red,"
4980 "whirling form of Granny. Reddy??s own eyes gleamed with excitement."
4980 "Would Quacker keep on right up to the shore? Nearer and nearer and"
4980 "nearer he came. Reddy squirmed uneasily. He couldn??t see as well as he"
4980 "wanted to. The bushes behind which he was lying were in his way. He"
4980 "wanted to see Granny make that jump which would mean a dinner for both."
4980 ""
4980 "Forgetting what Granny had charged him, Reddy eagerly raised his head"
4980 "to look over the edge of the bank. Now it just happened that at that"
4980 "very minute Quacker chanced to look that way. His quick eyes caught the"
4980 "movement of Reddy??s head and in an instant all his curiosity vanished."
4980 "That sharp face peering at him over the edge of the bank could mean but"
4980 "one thing??danger! It was all a trick! He saw through it now. Like a"
4980 "flash he turned. There was the whistle of stiff wings beating the air"
4980 "and the patter of feet striking the water as he got under way. Then he"
4980 "flew out to the safety of the open water. Granny sprang, but she was"
4980 "just too late and succeeded in doing no more than wet her feet."
4980 ""
4980 "Of course, Granny didn??t know what had frightened Quacker, not at"
4980 "first, anyway. But she had her suspicions. She turned and looked up at"
4980 "the place where Reddy had been hiding. She couldn??t see him. Then she"
4980 "bounded up the bank. There was no Reddy there, but far away across the"
4980 "snow-covered Green Meadows was a red spot growing smaller and smaller."
4980 "Reddy was running away. Then she knew. At first Granny was very angry."
4980 "You know it is a dreadful thing to be hungry and have a good dinner"
4980 "disappear just as it is almost within reach."
4980 ""
4980 "??I??ll teach that young scamp a lesson he won??t soon forget when I get"
4980 "home,?? she muttered, as she watched him. Then she went back to the edge"
4980 "of the Big River and there she found a dead fish which had been washed"
4980 "ashore. It was a very good fish, and when she had eaten it Granny felt"
4980 "better."
4980 ""
4980 "??Anyway,?? thought she, ??I have taught him a new trick and one he is n??t"
4980 "likely to forget. He knows now that Granny still knows a few tricks"
4980 "that he doesn??t, and next time he won??t feel so sure he knows it all. I"
4980 "guess it was worth while even if I didn??t catch Quacker. My, but he"
4980 "would have tasted good!?? Granny smacked her lips and started for home."
4980 ""
4980 "But Reddy, with a guilty conscience, was afraid to go home. And so,"
4980 "miserable and hungry, he hunted through the Green Forest all the long"
4980 "night and wished and wished that he had heeded what old Granny Fox had"
4980 "told him."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER VI>"
4980 "Old Granny Fox Is Caught Napping"
4980 ""
4980 ""
4980 "The wisest folks will make mistakes, but if they are truly wise they"
4980 "will profit from them."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "There is a saying among the little people of the Green Forest and the"
4980 "Green Meadows which runs something like this:"
4980 ""
4980 "??You must your eyes wide open keep"
4980 "To catch Old Granny Fox asleep.??"
4980 ""
4980 ""
4980 "Of course this means that Old Granny Fox is so smart, so clever, so"
4980 "keenly on the watch at all times, that he must be very smart indeed who"
4980 "fools her or gets ahead of her. Reddy Fox is smart, very smart. But"
4980 "Reddy isn??t nearly as smart as Old Granny Fox. You see, he hasn??t lived"
4980 "nearly as long, so of course there is much knowledge of many things"
4980 "stored away in Granny??s head of which Reddy knows little."
4980 ""
4980 "But once in a while even the smartest people are caught napping. Yes,"
4980 "Sir, that does happen. They will be careless sometimes. It was just so"
4980 "with Old Granny Fox. With all her smartness and cleverness and wisdom"
4980 "she grew careless, and all the smartness and cleverness and wisdom in"
4980 "the world is useless if the possessor becomes careless."
4980 ""
4980 "You see, Old Granny Fox had become so used to thinking that she was"
4980 "smarter than any one else, unless it was Old Man Coyote, that she"
4980 "actually believed that no one was smart enough ever to surprise her."
4980 "Yes, Sir, she actually believed that. Now, you know when a person"
4980 "reaches the point of thinking that no one else in all the Great World"
4980 "is quite so smart, that person is like Peter Rabbit when he made ready"
4980 "one winter day to jump out on the smooth ice of the Smiling"
4980 "Pool,??getting ready for a fall. It was this way with Old Granny Fox."
4980 ""
4980 "Because she had lived near Farmer Brown??s so long and had been hunted"
4980 "so often by Farmer Brown??s boy and by Bowser the Hound, she had got the"
4980 "idea in her head that no matter what she did they would not be able to"
4980 "catch her. So at last she grew careless. Yes, Sir, she grew careless."
4980 "And that is something no Fox or anybody else can afford to do."
4980 ""
4980 "Now on the edge of the Green Forest was a warm, sunny knoll, which, as"
4980 "you know, is a sort of little hill. It overlooked the Green Meadows and"
4980 "was quite the most pleasant and comfortable place for a sun-nap that"
4980 "ever was. At least, that is what Old Granny Fox thought. She took"
4980 "sun-naps there very often. It was her favorite resting place. When"
4980 "Bowser the Hound had found her trail and had chased her until she was"
4980 "tired of running and had had quite all the exercise she needed or"
4980 "wanted, she would play one of her clever tricks by which to make Bowser"
4980 "lose her trail. Then she would hurry straight to that knoll to rest and"
4980 "grin at her own smartness."
4980 ""
4980 "It happened that she did this one day when there was fresh snow on the"
4980 "ground. Of course, every time she put a foot down she left a print in"
4980 "the snow. And where she curled up in the sun she left the print of her"
4980 "body. They were very plain to see, were these prints, and Farmer"
4980 "Brown??s boy saw them."
4980 ""
4980 "He had been tramping through the Green Forest late in the afternoon and"
4980 "just by chance happened across Granny??s footprints. Just for fun he"
4980 "followed them and so came to the sunny knoll. Granny had left some time"
4980 "before, but of course she couldn??t take the print of her body with her."
4980 "That remained in the snow, and Farmer Brown??s boy saw it and knew"
4980 "instantly what it meant. He grinned, and could Granny Fox have seen"
4980 "that grin, she would have been uncomfortable. You see, he knew that he"
4980 "had found the place where Granny was in the habit of taking a sun-nap."
4980 ""
4980 "??So,?? said he, ??this is the place where you rest, Old Mrs. Fox, after"
4980 "running Bowser almost off his feet. I think we will give you a surprise"
4980 "one of these days. Yes, indeed, I think we will give you a surprise."
4980 "You have fooled us many times, and now it is our turn.??"
4980 ""
4980 "The next day Farmer Brown??s boy shouldered his terrible gun and sent"
4980 "Bowser the Hound to hunt for the trail of Old Granny Fox. It wasn??t"
4980 "long before Bowser??s great voice told all the Great World that he had"
4980 "found Granny??s tracks. Farmer Brown??s boy grinned just as he had the"
4980 "day before. Then with his terrible gun he went over to the Green Forest"
4980 "and hid under some pine boughs right on the edge of that sunny knoll."
4980 ""
4980 "He waited patiently a long, long time. He heard Bowser??s great voice"
4980 "growing more and more excited as he followed Old Granny Fox. By and by"
4980 "Bowser stopped baying and began to yelp impatiently. Farmer Brown??s boy"
4980 "knew exactly what that meant. It meant that Granny had played one of"
4980 "her smart tricks and Bowser had lost her trail."
4980 ""
4980 "A few minutes later out of the Green Forest came Old Granny Fox, and"
4980 "she was grinning, for once more she had fooled Bowser the Hound and now"
4980 "could take a nap in peace. Still grinning, she turned around two or"
4980 "three times to make herself comfortable and then, with a sigh of"
4980 "contentment, curled up for a sun-nap, and in a few minutes was asleep."
4980 "And just a little way off behind the pine boughs sat Farmer Brown??s boy"
4980 "holding his terrible gun and grinning. At last he had caught Old Granny"
4980 "Fox napping."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER VII>"
4980 "Granny Fox Has A Bad Dream"
4980 ""
4980 ""
4980 "Nothing ever simply happens;"
4980 "    Bear that point in mind."
4980 "If you look long and hard enough"
4980 "    A cause you??ll always find."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Old Granny Fox was dreaming. Yes, Sir, she was dreaming. There she lay,"
4980 "curled up on the sunny little knoll on the edge of the Green Forest,"
4980 "fast asleep and dreaming. It was a very pleasant and very comfortable"
4980 "place indeed. You see, jolly, round, bright Mr. Sun poured his warmest"
4980 "rays right down there from the blue, blue sky. When Old Granny Fox was"
4980 "tired, she often slipped over there for a short nap and sun-bath even"
4980 "in winter. She was quite sure that no one knew anything about it. It"
4980 "was one of her secrets."
4980 ""
4980 "This morning Old Granny Fox was very tired, unusually so. In the first"
4980 "place she had been out hunting all night. Then, before she could reach"
4980 "home, Bowser the Hound had found her tracks and started to follow them."
4980 "Of course, it wouldn??t have done to go home then. It wouldn??t have done"
4980 "at all. Bowser would have followed her straight there and so found out"
4980 "where she lived. So she had led Bowser far away across the Green"
4980 "Meadows and through the Green Forest and finally played one of her"
4980 "smart tricks which had so mixed her tracks that Bowser could no longer"
4980 "follow them. While he had sniffed and snuffed and snuffed and sniffed"
4980 "with that wonderful nose of his, trying to find out where she had gone,"
4980 "Old Granny Fox had trotted straight to the sunny knoll and there curled"
4980 "up to rest. Right away she fell asleep."
4980 ""
4980 "Now Old Granny Fox, like most of the other little people of the Green"
4980 "Forest and the Green Meadows, sleeps with her ears wide open. Her eyes"
4980 "may be closed, but not her ears. Those are always on guard, even when"
4980 "she is asleep, and at the least sound open fly her eyes, and she is"
4980 "ready to run. If it were not for the way her sharp ears keep guard, she"
4980 "wouldn??t dare take naps in the open right in broad daylight. If you"
4980 "ever want to catch a Fox asleep, you mustn??t make the teeniest,"
4980 "weeniest noise. Just remember that."
4980 ""
4980 "Now Old Granny Fox had no sooner closed her eyes than she began to"
4980 "dream. At first it was a very pleasant dream, the pleasantest dream a"
4980 "Fox can have. It was of a chicken dinner, all the chicken she could"
4980 "eat. Granny certainly enjoyed that dream. It made her smack her lips"
4980 "quite as if it were a real and not a dream dinner she was enjoying."
4980 ""
4980 "But presently the dream changed and became a bad dream. Yes, indeed, it"
4980 "became a bad dream. It was as bad as at first it had been good. It"
4980 "seemed to Granny that Bowser the Hound had become very smart, smarter"
4980 "than she had ever known him to be before. Do what she would, she"
4980 "couldn??t fool him. Not one of all the tricks she knew, and she knew a"
4980 "great many, fooled him at all. They didn??t puzzle him long enough for"
4980 "her to get her breath."
4980 ""
4980 "Bowser kept getting nearer and nearer and nearer, all in the dream, you"
4980 "know, until it seemed as if his great voice sounded right at her very"
4980 "heels. She was so tired that it seemed to her that she couldn??t run"
4980 "another step. It was a very, very real dream. You know dreams sometimes"
4980 "do seem very real indeed. This was the way it was with the bad dream of"
4980 "Old Granny Fox. It seemed to her that she could feel the breath of"
4980 "Bowser the Hound and that his great jaws were just going to close on"
4980 "her and shake her to death."
4980 ""
4980 "??Oh! Oh!?? cried Granny and waked herself up. Her eyes flew open. Then"
4980 "she gave a great sigh of relief as she realized that her terrible"
4980 "fright was only a bad dream and that she was curled up right on the"
4980 "dear, familiar, old, sunny knoll and not running for her life at all."
4980 ""
4980 "Old Granny Fox smiled to think what a fright she had had and"
4980 "then,??well, she didn??t know whether she was really awake or still"
4980 "dreaming! No, Sir, she didn??t. For a full minute she couldn??t be sure"
4980 "whether what she saw was real or part of that dreadful dream. You see,"
4980 "she was staring into the face of Farmer Brown??s boy and the muzzle of"
4980 "his dreadful gun!"
4980 ""
4980 "For just a few seconds she didn??t move. She couldn??t. She was too"
4980 "frightened to move. Then she knew what she saw was real and not a dream"
4980 "at all. There wasn??t the least bit of doubt about it. That was Farmer"
4980 "Brown??s boy, and that was his dreadful gun! All in a flash she knew"
4980 "that Farmer Brown??s boy must have been hiding behind those pine boughs."
4980 ""
4980 "Poor Old Granny Fox! For once in her life she had been caught napping."
4980 "She hadn??t the least hope in the world. Farmer Brown??s boy had only to"
4980 "fire that dreadful gun, and that would be the end of her. She knew it."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER VIII>"
4980 "What Farmer Brown??s Boy Did"
4980 ""
4980 ""
4980 "In time of danger heed this rule:"
4980 "Think hard and fast, but pray keep cool."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Poor Old Granny Fox! She had thought that she had been in tight places"
4980 "before, but never, never had she been in such a tight place as this."
4980 "There stood Farmer Brown??s boy looking along the barrel of his dreadful"
4980 "gun straight at her, and only such a short distance, such a very short"
4980 "distance away! It wasn??t the least bit of use to run. Granny knew that."
4980 "That dreadful gun would go ??bang!?? and that would be the end of her."
4980 ""
4980 "For a few seconds she stared at Farmer Brown??s boy, too frightened to"
4980 "move or even think. Then she began to wonder why that dreadful gun"
4980 "didn??t go off. What was Farmer Brown??s boy waiting for? She got to her"
4980 "feet. She was sure that the first step would be her last, yet she"
4980 "couldn??t stay there."
4980 ""
4980 "How could Fanner Brown??s boy do such a dreadful thing? Somehow, his"
4980 "freckled face didn??t look cruel. He was even beginning to grin. That"
4980 "must be because he had caught her napping and knew that this time she"
4980 "couldn??t possibly get away from him as she had so many times before."
4980 "??Oh!?? sobbed Old Granny Fox under her breath."
4980 ""
4980 "And right at that very instant Farmer Brown??s boy did something. What"
4980 "do you think it was? No, he didn??t shoot her. He didn??t fire his"
4980 "dreadful gun. What do you think he did do? Why, he threw a snowball at"
4980 "Old Granny Fox and shouted ??Boo!?? That is what he did and all he did,"
4980 "except to laugh as Granny gave a great leap and then made those black"
4980 "legs of hers fly as never before."
4980 ""
4980 "Every instant Granny expected to hear that dreadful gun, and it seemed"
4980 "as if her heart would burst with fright as she ran, thinking each jump"
4980 "would be the last one. But the dreadful gun didn??t bang, and after a"
